due_at,cutoff_at,on_time_ratio,missed_count_90d,max_days_late_180d,avg_days_late,days_since_last_late,consecutive_on_time_count,plan_amount,tenure_days,installment_amount,installment_number,days_until_due,current_safety_ratio,distance_to_liquidation_threshold,collateral_type,collateral_volatility_bucket,topup_count_30d,topup_recency_days,opened_app_last_7d,clicked_pay_now_last_7d,payment_attempt_failed_count,wallet_age_days,tx_count_30d,stablecoin_balance_bucket,y_miss_next
2025-12-03 17:56:47.030071+00:00,2025-12-01 17:56:47.030071+00:00,0.8119538205930692,1,7.123820852772692,0.5765536607910093,14.229618017313065,3,121459.478501714,60,60729.739250857,4,0.3119817674563907,1.6339240448969725,0.6339240448969725,stable,low,2,3.7567403185804222,1,0,0,225.76305694126114,20,low,0
2026-02-22 17:56:47.030071+00:00,2026-02-20 17:56:47.030071+00:00,0.7840464533076725,0,5.80751917992091,0.4552493538041661,7.320515858094036,5,51073.852863048116,180,8512.308810508019,3,2.3624742929998064,0.83564019361549,-0.16435980638450998,stable,low,0,10.307325908110968,0,0,0,326.9602007627969,20,low,0
2026-01-10 17:56:47.030071+00:00,2026-01-08 17:56:47.030071+00:00,0.5497097841741307,0,6.552608291663525,1.756511327374282,18.818383293365713,5,70036.51403633386,180,11672.752339388977,5,2.3444424669249178,1.8647125870935972,0.8647125870935972,stable,low,0,7.010169051059238,1,0,1,120.43826446339065,18,medium,1
2026-01-15 17:56:47.030071+00:00,2026-01-13 17:56:47.030071+00:00,0.9799012932526983,1,5.135092110762257,1.0351648653932526,13.388941808417217,3,98345.19248462368,90,32781.730828207896,4,1.4200797500901823,1.3723560328941633,0.3723560328941633,stable,medium,1,22.4484068697058,0,0,1,152.67683919432932,22,medium,0
2026-01-07 17:56:47.030071+00:00,2026-01-05 17:56:47.030071+00:00,0.6896174767907138,1,10.67493921424612,2.103596581016851,29.195535910633478,3,40031.970137859855,180,6671.995022976643,1,3.366358468706699,1.2162860194666014,0.21628601946660142,volatile,medium,1,8.95222291750582,1,0,1,114.22372309197347,22,low,1
2026-01-19 17:56:47.030071+00:00,2026-01-17 17:56:47.030071+00:00,0.6635314249064291,0,5.037385886198351,1.3145883345359457,34.887335001822414,0,81557.6316839292,120,20389.4079209823,5,2.309015340149776,1.9363404232093413,0.9363404232093413,stable,low,1,5.000518024514666,0,1,0,412.82041022073514,20,medium,0
2025-12-01 17:56:47.030071+00:00,2025-11-29 17:56:47.030071+00:00,1.0,0,2.570650994883156,4.329261814670913,24.84576096084989,3,76800.23287547095,180,12800.03881257849,4,0.5655598840920459,1.1145832267613254,0.11458322676132537,volatile,medium,1,3.8106259300660916,0,0,1,131.66686165471265,23,medium,0
2025-09-23 17:56:47.030071+00:00,2025-09-21 17:56:47.030071+00:00,0.9884800803832723,2,1.901952311834757,3.021056567501081,31.519987353037195,4,116682.58933521756,60,58341.29466760878,4,2.2318714690564656,1.5644007911881823,0.5644007911881823,volatile,medium,0,2.0842312557930707,0,0,1,176.2881601959816,19,low,0
2026-01-29 17:56:47.030071+00:00,2026-01-27 17:56:47.030071+00:00,0.9837692460979222,0,4.978607753002356,1.1017994759661822,31.04312437245094,3,59031.789897892006,120,14757.947474473001,6,0.757370131526101,0.7263742150199296,-0.2736257849800704,volatile,high,1,13.038135761848114,0,1,0,112.26652844766258,26,low,0
2025-11-20 17:56:47.030071+00:00,2025-11-18 17:56:47.030071+00:00,0.7148055958701034,1,10.04122376252337,3.4299581635771865,16.527558405124203,6,115795.52116238965,180,19299.253527064942,3,2.657387548163557,1.1882735245060112,0.1882735245060112,volatile,medium,1,2.0606204274366564,0,0,1,105.54389551176686,18,medium,1
2025-11-29 17:56:47.030071+00:00,2025-11-27 17:56:47.030071+00:00,0.7708243442450547,1,1.191659883179983,0.5997466230949303,17.659803754631913,4,33469.05853699038,60,16734.52926849519,2,0.2709469810713603,0.9944793456431633,-0.005520654356836685,volatile,medium,0,5.35254489475585,1,0,0,90.42873626487538,19,medium,0
2025-11-05 17:56:47.030071+00:00,2025-11-03 17:56:47.030071+00:00,0.7692262084147468,0,6.424091292437053,1.9226550729392493,8.553609652802507,3,87520.45660975507,30,87520.45660975507,5,3.5606480256180917,1.1797862544801758,0.17978625448017582,stable,low,0,12.540373616173186,1,1,1,304.08549032870883,29,low,0
2025-10-02 17:56:47.030071+00:00,2025-09-30 17:56:47.030071+00:00,0.9208532725210317,1,3.605683924048619,4.411586619333103,17.199911375841378,5,22083.213040138016,180,3680.5355066896695,1,2.952653805925856,1.7712404671753699,0.7712404671753699,stable,low,0,4.333745697177594,1,1,0,81.99417839411745,26,medium,1
2026-02-13 17:56:47.030071+00:00,2026-02-11 17:56:47.030071+00:00,1.0,0,8.959126897746268,0.17430786657677003,38.36368712352989,8,73516.7208142518,120,18379.18020356295,5,2.3139191171230133,1.2936654985480684,0.29366549854806845,volatile,medium,0,9.683418843204372,0,0,0,183.45230341247873,21,high,1
2026-01-18 17:56:47.030071+00:00,2026-01-16 17:56:47.030071+00:00,0.8462663799357133,0,0.7213995729551717,5.5544432974025435,31.885816788558802,3,134534.4394024399,60,67267.21970121995,6,1.505045252775862,1.6798068647800042,0.6798068647800042,volatile,medium,0,0.6234478263781262,1,0,0,334.6946357781407,27,medium,0
2025-12-24 17:56:47.030071+00:00,2025-12-22 17:56:47.030071+00:00,1.0,0,14.045357143316062,1.3700387471990954,25.322112751461237,3,47436.85273325655,120,11859.213183314137,2,1.2027421619371883,1.7713176060511961,0.7713176060511961,stable,medium,0,7.10289477592146,0,0,0,341.0799316842013,23,medium,1
2025-11-11 17:56:47.030071+00:00,2025-11-09 17:56:47.030071+00:00,0.941494995245951,1,3.5653519173790174,4.480363873113602,18.593148012931582,7,73046.446579591,90,24348.815526530332,2,0.6408329716780148,1.3433315530449197,0.3433315530449197,volatile,medium,1,21.08427075928418,1,1,0,284.07310729644166,27,medium,0
2026-01-26 17:56:47.030071+00:00,2026-01-24 17:56:47.030071+00:00,0.7377361090594048,0,0.5586746715278874,1.3729309753627543,22.490752042632813,3,53803.78733011962,90,17934.59577670654,5,2.250979636036222,2.424332194687318,1.424332194687318,volatile,medium,3,7.900989177957708,0,1,0,153.41820185504972,25,medium,0
2025-12-07 17:56:47.030071+00:00,2025-12-05 17:56:47.030071+00:00,0.9291680531032155,0,1.163804569880237,0.3088287722616427,6.683612747960754,1,145062.2756275081,180,24177.045937918014,4,0.1639472073696877,1.224002384220841,0.22400238422084096,stable,medium,2,16.88720288457856,1,1,1,53.86793235410859,29,low,0
2025-11-18 17:56:47.030071+00:00,2025-11-16 17:56:47.030071+00:00,1.0,0,15.455448006066874,1.1631517126989226,44.464055717324484,3,48742.73434566121,60,24371.367172830604,5,2.413127918156479,1.7259417205570877,0.7259417205570877,stable,low,3,10.328902093837163,0,0,0,96.7707997345912,20,high,1
2025-11-20 17:56:47.030071+00:00,2025-11-18 17:56:47.030071+00:00,1.0,0,6.401821508663053,5.16057036580877,29.44450163174425,8,47031.685520912906,60,23515.842760456453,1,1.0122212914890159,1.6476099331216945,0.6476099331216945,stable,low,2,1.5686721361085931,1,0,1,195.07938371267176,28,medium,1
2025-10-10 17:56:47.030071+00:00,2025-10-08 17:56:47.030071+00:00,0.9936404420278345,0,3.2261982201876,2.356081613831849,10.903858311570396,3,99508.88281640066,120,24877.220704100164,3,2.3285548301019205,1.4934509746659834,0.4934509746659834,volatile,medium,2,22.053553289964643,1,0,0,486.6107752461286,19,low,1
2025-09-16 17:56:47.030071+00:00,2025-09-14 17:56:47.030071+00:00,0.7846214016584399,0,17.95267776329152,4.558214084327331,9.391446029842248,5,29507.746367905613,180,4917.957727984269,5,0.5498930290160524,1.4480720302008843,0.44807203020088426,volatile,high,1,9.37137137894005,1,1,0,511.817585077873,25,low,0
2025-12-08 17:56:47.030071+00:00,2025-12-06 17:56:47.030071+00:00,0.7409952142699343,0,4.868714695697573,1.411645386422083,10.672090097311296,3,11376.286048358352,90,3792.095349452784,5,1.3634408489445264,0.8783594853976829,-0.12164051460231706,volatile,medium,1,2.7760150327035022,1,1,0,335.8064399125363,23,medium,0
2026-02-06 17:56:47.030071+00:00,2026-02-04 17:56:47.030071+00:00,0.8836925106410504,1,8.561130670810055,0.8888075546706992,19.11750097809189,3,65495.768855263115,180,10915.961475877186,3,0.0,0.7883240603400659,-0.21167593965993414,volatile,high,1,8.79242400680443,0,0,1,444.196299287004,15,high,1
2025-09-11 17:56:47.030071+00:00,2025-09-09 17:56:47.030071+00:00,1.0,0,1.6014429352987252,4.339016434100436,20.60071429047256,2,15645.45711293741,60,7822.728556468705,4,1.053115763843698,0.6502331188528863,-0.34976688114711374,stable,medium,0,5.719065298388734,1,1,1,272.3558470726362,21,medium,0
2026-02-01 17:56:47.030071+00:00,2026-01-30 17:56:47.030071+00:00,0.8580784419986013,1,3.113741863590084,1.959431159107295,3.6233236403131297,2,122865.40044365978,60,61432.70022182989,2,0.7053043917288786,1.0728190705824308,0.07281907058243076,stable,low,1,10.034107360863104,0,0,0,259.9146063034617,29,medium,0
2026-01-26 17:56:47.030071+00:00,2026-01-24 17:56:47.030071+00:00,0.861815736936386,0,4.803282131805218,2.694010173374361,5.463921512351263,5,127616.54358750398,30,127616.54358750398,2,1.490120297028393,1.1340842567162808,0.13408425671628077,volatile,high,1,5.283639851194785,0,1,2,62.86508215474178,16,high,1
2025-10-19 17:56:47.030071+00:00,2025-10-17 17:56:47.030071+00:00,0.7892516137770766,1,2.7836829306164947,2.881960908045724,17.271457971914252,4,87583.78322732741,180,14597.297204554568,5,1.7965311849492671,1.8492526899776651,0.8492526899776651,volatile,high,1,4.98532521968654,0,0,0,190.19487020402948,25,low,0
2025-12-22 17:56:47.030071+00:00,2025-12-20 17:56:47.030071+00:00,0.7209796087263818,0,10.581904415525257,0.1548364141603312,16.97101565177417,4,30435.827732571724,90,10145.27591085724,5,1.7191979472451524,1.7707631802135837,0.7707631802135837,volatile,high,1,25.26012401721802,1,0,0,623.1920543502708,17,low,1
2025-09-29 17:56:47.030071+00:00,2025-09-27 17:56:47.030071+00:00,0.7508157888040948,0,6.255665120737828,3.540726400572744,24.89664441201145,4,70438.88619124857,120,17609.721547812143,1,2.548736663576728,1.2593741023804066,0.2593741023804066,volatile,high,1,24.34259624851357,1,1,0,205.28385363858658,22,high,1
2026-01-14 17:56:47.030071+00:00,2026-01-12 17:56:47.030071+00:00,0.8043766773441954,1,1.1561481712524988,0.6082909660778426,31.43587480670084,4,117996.45869614095,60,58998.229348070476,5,0.7459132971691453,1.1605171371724166,0.16051713717241656,stable,low,1,1.3681473227605934,1,0,0,209.70987311155375,15,medium,1
2026-01-04 17:56:47.030071+00:00,2026-01-02 17:56:47.030071+00:00,1.0,1,3.4095985279415357,0.24109831373493573,8.005544377482506,3,73440.93997581693,120,18360.234993954233,5,0.9342745883852233,2.5,1.5,volatile,medium,0,30.0,0,0,0,239.1902596017047,21,medium,0
2025-11-02 17:56:47.030071+00:00,2025-10-31 17:56:47.030071+00:00,0.7368515198644557,0,1.9500638607037153,1.2166423904524424,16.99884574242363,10,103253.92944370274,60,51626.96472185137,2,1.498382261731654,1.567962439338847,0.5679624393388469,volatile,high,0,4.012822856112471,0,0,2,215.45388851813638,23,low,0
2025-09-12 17:56:47.030071+00:00,2025-09-10 17:56:47.030071+00:00,0.7894701736640486,0,6.374602061834924,1.6869591740833236,9.038279331485175,6,97624.2172153317,180,16270.702869221948,3,3.5517249533709414,1.2012520902588673,0.20125209025886726,volatile,high,2,6.617440517821532,1,0,1,439.18056426820255,18,low,0
2026-02-21 17:56:47.030071+00:00,2026-02-19 17:56:47.030071+00:00,0.6242320211268284,1,2.769125076309153,6.013542391959184,27.509278979338468,5,24743.752337544014,90,8247.917445848005,2,4.013163837305806,1.140444651843665,0.14044465184366506,stable,low,1,4.636600368668324,1,0,0,116.6860649075428,16,medium,0
2025-11-19 17:56:47.030071+00:00,2025-11-17 17:56:47.030071+00:00,0.9089935919651679,2,0.5589870299526294,3.70778987776334,10.795014105612308,6,17364.937903479673,90,5788.312634493224,5,2.322807477134085,0.927132627909796,-0.072867372090204,stable,low,1,4.813131144771204,1,0,0,226.4245437683115,25,medium,0
2026-02-07 17:56:47.030071+00:00,2026-02-05 17:56:47.030071+00:00,1.0,0,5.5737048402725735,0.21830077781372986,16.188481010533465,8,92665.05103950412,120,23166.26275987603,5,4.060004436974994,0.9650157824621686,-0.03498421753783143,stable,medium,0,1.8248995837213404,1,0,0,236.61996499335595,28,low,0
2025-12-31 17:56:47.030071+00:00,2025-12-29 17:56:47.030071+00:00,1.0,0,2.6303969379976393,2.66925108380558,7.609873431707773,2,88933.80511831252,60,44466.90255915626,3,3.1520142692262008,1.0329344995445258,0.032934499544525764,volatile,high,0,12.196298785710615,0,1,0,397.2029548994289,17,high,0
2026-01-18 17:56:47.030071+00:00,2026-01-16 17:56:47.030071+00:00,0.816605614445228,1,11.71472013652809,1.939916084631519,16.736578463505033,4,52415.391112077676,90,17471.797037359225,4,2.9851091069589595,1.7134758061793303,0.7134758061793303,volatile,high,1,10.737285911148822,1,0,0,219.76143983196647,23,high,1
2026-01-14 17:56:47.030071+00:00,2026-01-12 17:56:47.030071+00:00,0.8833837709902624,0,1.3640759807067995,0.7330654904546385,13.193844287415233,2,8368.881080865,60,4184.4405404325,5,2.2055250111581843,1.828043678218965,0.8280436782189651,volatile,high,1,12.416392649111865,1,1,0,198.15822863975632,28,low,0
2025-10-05 17:56:47.030071+00:00,2025-10-03 17:56:47.030071+00:00,0.7523609420093932,1,2.075631547364089,3.3830465533956082,41.28210989425507,4,124654.02159096606,120,31163.505397741515,2,2.3367424382252144,1.6429975540943684,0.6429975540943684,volatile,high,1,13.388956229253761,0,0,0,356.7470312983505,18,medium,0
2025-11-04 17:56:47.030071+00:00,2025-11-02 17:56:47.030071+00:00,0.8750433623450141,2,3.271500311242145,5.991422202354651,6.092834122082591,6,119180.52280432479,60,59590.261402162396,1,1.216926811971171,0.9111967254056788,-0.08880327459432125,stable,low,1,2.6796055732904307,0,0,1,236.1464693757927,20,medium,0
2025-11-23 17:56:47.030071+00:00,2025-11-21 17:56:47.030071+00:00,0.8365137274498586,0,5.824159022130168,2.1184236088734494,11.857329788744726,3,66635.72314937206,180,11105.953858228677,6,0.5896175410760618,1.4226646832574303,0.42266468325743034,volatile,high,1,3.604868112653736,0,0,1,124.90793933302199,14,high,0
2025-11-28 17:56:47.030071+00:00,2025-11-26 17:56:47.030071+00:00,0.7904875897052678,0,9.160946877211162,1.3996075480166674,12.884350876558523,11,70097.29508297579,60,35048.647541487895,2,2.9922841326792717,1.4138221029996512,0.41382210299965116,volatile,medium,3,8.371584298762707,1,1,0,89.96381398551468,20,high,0
2025-09-07 17:56:47.030071+00:00,2025-09-05 17:56:47.030071+00:00,0.8047956646098833,1,3.1139205536353307,2.225394381240183,11.446648821725507,5,61131.73066041236,90,20377.243553470787,6,3.1017156010769615,1.3119855628357135,0.31198556283571355,volatile,medium,2,12.428460510471218,1,1,0,605.0241366464102,19,low,1
2025-12-07 17:56:47.030071+00:00,2025-12-05 17:56:47.030071+00:00,0.8613460110108568,1,4.924075864178284,2.677584664852913,10.618284882470375,1,13809.061785208341,180,2301.5102975347236,4,1.9178615972118287,1.124802220406327,0.12480222040632705,volatile,high,2,3.6863373358495752,0,0,0,157.53761757140026,22,medium,1
2025-09-27 17:56:47.030071+00:00,2025-09-25 17:56:47.030071+00:00,0.7270525617277984,0,0.7894386109377128,8.600137231316005,15.969921935717148,3,46158.6703016336,30,46158.6703016336,2,0.1430701616217367,0.6890429669330951,-0.3109570330669049,stable,low,0,8.484327717625886,0,0,0,189.52542400565954,23,high,1
2026-01-11 17:56:47.030071+00:00,2026-01-09 17:56:47.030071+00:00,0.736350577425954,1,2.1015671579772834,0.9727466384554668,15.881185657434692,1,8341.7142491184,120,2085.4285622796,1,2.00077670052921,1.319305050706334,0.31930505070633397,stable,low,3,5.611240716144121,1,0,0,246.32916215789467,29,high,1
2025-12-31 17:56:47.030071+00:00,2025-12-29 17:56:47.030071+00:00,1.0,1,2.838173853545524,1.0194893683889674,7.361429318260998,3,7311.782493134786,30,7311.782493134786,6,1.9281498598493447,1.4185112218269587,0.41851122182695866,stable,low,1,6.81160218807768,1,0,0,209.7436066994071,21,medium,0
2026-02-13 17:56:47.030071+00:00,2026-02-11 17:56:47.030071+00:00,1.0,0,3.2628202684008603,4.253466759076244,26.927755537417763,2,23481.286835762054,90,7827.095611920685,3,0.2837912759078518,0.9510082120345034,-0.048991787965496636,volatile,high,1,10.567593982046535,1,0,0,471.69504092518116,25,high,0
2026-01-12 17:56:47.030071+00:00,2026-01-10 17:56:47.030071+00:00,0.5632139492638721,0,6.943005562906762,1.2715746752450316,24.584319471164168,4,106030.84434844056,90,35343.61478281352,4,2.8358170443307555,0.8565099328495483,-0.14349006715045165,stable,low,0,5.755474182734173,0,0,0,187.35523877336044,20,low,1
2025-11-04 17:56:47.030071+00:00,2025-11-02 17:56:47.030071+00:00,0.5532951832123094,0,16.089679957760747,0.13676487419854508,31.54952838309408,4,79867.2159780843,120,19966.803994521077,5,2.092483901892984,0.9872328595233921,-0.012767140476607874,volatile,high,0,2.5778872921155855,0,1,1,299.8929590362181,18,low,0
2026-02-21 17:56:47.030071+00:00,2026-02-19 17:56:47.030071+00:00,0.6077124909945331,1,2.2213319770416327,6.04837042621107,14.959948999460956,2,129731.21295708872,90,43243.73765236291,3,2.9597330169640865,2.165987126123785,1.165987126123785,volatile,high,0,5.815974172565097,1,0,0,316.6900118142217,26,medium,1
2025-11-12 17:56:47.030071+00:00,2025-11-10 17:56:47.030071+00:00,0.7614080852930601,0,6.351010113063864,5.797504160000634,1.7799047073856433,4,67522.77766636033,120,16880.694416590082,5,5.129647680640774,1.6498416559865852,0.6498416559865852,volatile,medium,0,4.633658884876523,1,0,1,436.8412630818018,15,medium,1
2025-10-28 17:56:47.030071+00:00,2025-10-26 17:56:47.030071+00:00,0.9412404919867063,0,10.541836478206186,0.49496480247268143,26.308480447110153,2,130048.68644523945,120,32512.171611309863,1,1.2571325171493277,1.503674817982023,0.503674817982023,volatile,high,1,4.529704515743475,1,0,0,142.79325623068053,22,medium,0
2026-02-09 17:56:47.030071+00:00,2026-02-07 17:56:47.030071+00:00,0.8864255295686889,1,10.16003972914492,2.124469159977567,19.155793601615862,3,97831.69118728444,90,32610.56372909481,6,2.176302852293739,1.7148340053017546,0.7148340053017546,stable,low,2,11.32591727580586,0,0,0,195.91323953785826,22,medium,1
2025-11-05 17:56:47.030071+00:00,2025-11-03 17:56:47.030071+00:00,0.8109656046204843,2,1.6971586183846397,0.23421255876167787,18.905039725226864,1,27974.517813094124,90,9324.839271031375,6,0.26776618308716493,2.01563227322428,1.0156322732242802,volatile,medium,2,11.827094665794741,1,0,0,99.05674510382393,19,medium,0
2025-09-13 17:56:47.030071+00:00,2025-09-11 17:56:47.030071+00:00,0.8752083984524218,0,9.732482639804564,3.954736163039201,40.001197584993086,3,6603.537406102812,180,1100.589567683802,1,2.957700075291103,1.2359802148284924,0.2359802148284924,volatile,medium,0,12.158213733065118,1,1,1,289.7799017968507,28,medium,1
2025-11-23 17:56:47.030071+00:00,2025-11-21 17:56:47.030071+00:00,0.6554244918068935,0,1.215308737004086,3.810669237770098,20.659336722575162,5,42267.30210877456,30,42267.30210877456,4,1.6231715235801643,1.6238836860024428,0.6238836860024428,volatile,medium,0,15.240810266538816,0,1,1,86.28930702817757,22,high,0
2026-01-21 17:56:47.030071+00:00,2026-01-19 17:56:47.030071+00:00,0.7360579010845286,0,1.1850663495805431,1.9838572629300109,8.383876307819632,1,87586.75838990114,60,43793.37919495057,3,1.265586680649728,1.4540032388822293,0.45400323888222927,volatile,medium,1,13.613593937776866,0,0,0,292.80695760352995,24,low,1
2025-10-04 17:56:47.030071+00:00,2025-10-02 17:56:47.030071+00:00,0.7763829812923566,1,4.3749343172766935,4.766714009805091,17.526876413525606,1,122889.6437391493,90,40963.214579716434,5,0.9264145551474585,1.2185663978129362,0.2185663978129362,volatile,high,0,19.26173776082707,1,1,0,103.0408226105128,14,high,1
2025-11-22 17:56:47.030071+00:00,2025-11-20 17:56:47.030071+00:00,0.4948410590030666,0,2.8187292648893334,0.27433883980396173,17.350117902716324,2,133804.59489902062,180,22300.765816503437,5,2.242952958516384,1.5984179809595034,0.5984179809595034,volatile,high,1,1.5775951452941837,0,0,1,108.82063408842983,21,low,1
2025-09-23 17:56:47.030071+00:00,2025-09-21 17:56:47.030071+00:00,0.5709641631499327,1,12.398004430345512,2.4719374118463433,49.96396044771861,2,21298.112488599923,60,10649.056244299962,3,2.3150842111597782,1.0837294686878018,0.08372946868780184,volatile,high,3,6.147621241861984,0,0,1,206.57185076888217,24,low,0
2026-01-01 17:56:47.030071+00:00,2025-12-30 17:56:47.030071+00:00,0.5781181089700214,1,0.5319381921592032,0.13756059769427612,23.854816636795356,2,1238.1449778158246,60,619.0724889079123,5,2.1554688615122988,1.485602770654615,0.4856027706546151,volatile,medium,1,3.470085693193453,0,0,1,202.41490168844092,27,medium,1
2025-11-24 17:56:47.030071+00:00,2025-11-22 17:56:47.030071+00:00,0.9175394802630794,1,4.425523257279445,0.7120886397160595,15.13419032372211,2,133788.12657093393,120,33447.031642733484,1,2.6865816231108024,1.2975075843340202,0.29750758433402025,volatile,high,2,15.070397507028941,1,0,1,341.48803417894413,21,high,1
2025-10-29 17:56:47.030071+00:00,2025-10-27 17:56:47.030071+00:00,0.824163890743035,2,8.676982649210666,0.22637174980788893,39.67480774599512,6,94925.6170378182,120,23731.40425945455,4,0.0,0.7760173427422183,-0.22398265725778166,volatile,high,1,15.475446592245339,0,0,1,244.0959848676223,25,medium,0
2025-10-10 17:56:47.030071+00:00,2025-10-08 17:56:47.030071+00:00,0.8899910160133098,0,0.47043032019915065,6.740384365196224,55.06901509180206,2,41573.91002688052,60,20786.95501344026,5,1.185342700693122,1.4333754346843632,0.43337543468436324,volatile,medium,0,11.737767626791236,0,0,0,182.62845537079562,25,medium,1
2025-12-10 17:56:47.030071+00:00,2025-12-08 17:56:47.030071+00:00,0.44886210183555647,1,2.98621165329284,4.612094195646637,13.192394715898372,4,140848.16139283625,120,35212.04034820906,5,4.230394245359754,1.2861114876052726,0.2861114876052726,stable,low,3,3.7130418310881095,0,0,0,281.3297318891342,25,low,0
2025-12-29 17:56:47.030071+00:00,2025-12-27 17:56:47.030071+00:00,0.5129579965107114,0,8.50093001910472,0.15898769461169637,6.055706188750687,8,86927.15739766927,180,14487.859566278212,1,2.335463358036025,1.064559040464809,0.06455904046480909,stable,low,1,9.239401741908443,1,1,1,181.0367543893741,23,medium,1
2026-02-16 17:56:47.030071+00:00,2026-02-14 17:56:47.030071+00:00,0.8993787792461692,1,4.070955167433247,2.6108640215772714,11.692962711791758,3,146175.91163195926,30,146175.91163195926,4,0.8148995574443645,1.2267082906095688,0.22670829060956876,volatile,high,2,4.68908298726246,1,0,1,58.566910540723,25,low,0
2025-11-17 17:56:47.030071+00:00,2025-11-15 17:56:47.030071+00:00,0.2798394645001109,1,4.068526800837885,0.16204206188198006,8.169694611304537,1,99089.6364323029,30,99089.6364323029,2,1.0774118257227725,1.5745340343411236,0.5745340343411236,volatile,high,0,1.2162184391841568,1,1,1,326.3008383892272,22,high,1
2025-09-28 17:56:47.030071+00:00,2025-09-26 17:56:47.030071+00:00,1.0,1,9.182182312082558,3.5447787615198,16.270128027137325,4,18275.05809558164,90,6091.686031860547,6,3.0534244626122216,1.2312384926995028,0.2312384926995028,volatile,high,1,9.677966763164003,1,0,0,220.60413503815826,28,medium,1
2026-01-27 17:56:47.030071+00:00,2026-01-25 17:56:47.030071+00:00,0.45180291416589785,0,5.985406750408522,4.210345659990446,18.419985179526833,10,110210.42733213102,180,18368.40455535517,6,1.7746274490404716,1.5173083044877325,0.5173083044877325,stable,low,2,10.411204945444762,1,0,2,150.66207119637588,25,high,1
